token,label,token_length
),O,1
We,O,2
will,O,4
call,O,4
this,O,4
the,O,3
contrast,O,8
hypothesis,O,10
.,O,1
We,O,2
begin,O,5
with,O,4
a,O,1
large,B,5
crowdsourcing,B,13
experiment,I,10
to,O,2
determine,O,9
the,O,3
amount,O,6
of,O,2
human,O,5
agreement,O,9
on,O,2
the,O,3
concept,O,7
of,O,2
oppositeness,O,12
and,O,3
its,O,3
different,O,9
kinds,O,5
.,O,1
In,O,2
the,O,3
process,O,7
",",O,1
we,O,2
flesh,O,5
out,O,3
key,O,3
features,O,8
of,O,2
different,O,9
kinds,O,5
of,O,2
opposites,O,9
.,O,1
We,O,2
then,O,4
present,O,7
an,O,2
automatic,O,9
and,O,3
empirical,B,9
measure,I,7
of,O,2
lexical,B,7
contrast,I,8
that,O,4
relies,O,6
on,O,2
the,O,3
contrast,O,8
hypothesis,O,10
",",O,1
corpus,B,6
statistics,O,10
",",O,1
and,O,3
the,O,3
structure,O,9
of,O,2
a,O,1
Roget,B,5
-,I,1
like,I,4
thesaurus,I,9
.,O,1
We,O,2
show,O,4
how,O,3
",",O,1
using,O,5
four,O,4
different,O,9
data,B,4
sets,I,4
",",O,1
we,O,2
evaluated,B,9
our,O,3
approach,O,8
on,O,2
two,O,3
different,O,9
tasks,B,5
",",O,1
solving,O,7
â,O,3
most,O,4
contrasting,O,11
word,O,4
â,O,3
questions,O,9
and,O,3
distinguishing,O,14
synonyms,B,8
from,O,4
opposites,O,9
.,O,1
The,O,3
results,O,7
are,O,3
analyzed,O,8
across,O,6
four,O,4
parts,B,5
of,I,2
speech,I,6
and,O,3
across,O,6
five,O,4
different,O,9
kinds,O,5
of,O,2
opposites,O,9
.,O,1
We,O,2
show,O,4
that,O,4
the,O,3
proposed,O,8
measure,O,7
of,O,2
lexical,B,7
contrast,I,8
obtains,O,7
high,O,4
precision,O,9
and,O,3
large,O,5
coverage,O,8
",",O,1
outperforming,O,13
existing,O,8
methods,O,7
.,O,1
This,O,4
work,O,4
is,O,2
focused,O,7
on,O,2
in,O,2
machine,B,7
learning,I,8
for,O,3
coreference,B,11
resolution,I,10
.,O,1
Coreference,B,11
resolution,I,10
is,O,2
a,O,1
natural,B,7
language,I,8
processing,I,10
task,I,4
that,O,4
consists,O,8
of,O,2
determining,O,11
the,O,3
expressions,O,11
in,O,2
a,O,1
discourse,B,9
that,O,4
refer,O,5
to,O,2
the,O,3
same,O,4
entity,O,6
.,O,1
The,O,3
main,O,4
contributions,O,13
of,O,2
this,O,4
article,O,7
are,O,3
(,O,1
i,O,1
),O,1
a,O,1
new,O,3
approach,O,8
to,O,2
coreference,B,11
resolution,I,10
based,O,5
on,O,2
constraint,B,10
satisfaction,I,12
",",O,1
using,O,5
a,O,1
hypergraph,B,10
to,O,2
represent,O,9
the,O,3
problem,O,7
and,O,3
solving,O,7
it,O,2
by,O,2
relaxation,B,10
labeling,I,8
;,O,1
and,O,3
(,O,1
ii,O,2
),O,1
research,O,8
towards,O,7
improving,O,9
coreference,B,11
resolution,I,10
performance,I,11
using,O,5
world,B,5
knowledge,I,9
extracted,O,9
from,O,4
Wikipedia,O,9
.,O,1
The,O,3
developed,O,9
approach,O,8
is,O,2
able,O,4
to,O,2
use,O,3
an,O,2
entity,B,6
-,I,1
mention,I,7
classification,I,14
model,I,5
with,O,4
more,O,4
expressiveness,O,14
than,O,4
the,O,3
pair,B,4
-,I,1
based,I,5
ones,O,4
",",O,1
and,O,3
overcome,O,8
the,O,3
weaknesses,O,10
of,O,2
previous,O,8
approaches,O,10
in,O,2
the,O,3
state,B,5
of,I,2
the,I,3
art,I,3
such,O,4
as,O,2
linking,B,7
contradictions,I,14
",",O,1
classifications,B,15
without,O,7
context,B,7
",",O,1
and,O,3
lack,O,4
of,O,2
information,O,11
evaluating,O,10
pairs,O,5
.,O,1
Furthermore,O,11
",",O,1
the,O,3
approach,O,8
allows,O,6
the,O,3
incorporation,O,13
of,O,2
new,O,3
information,O,11
by,O,2
adding,O,6
constraints,O,11
",",O,1
and,O,3
research,O,8
has,O,3
been,O,4
done,O,4
in,O,2
order,O,5
to,O,2
use,O,3
world,O,5
knowledge,O,9
to,O,2
improve,O,7
performances,O,12
.,O,1
RelaxCor,O,8
",",O,1
the,O,3
implementation,O,14
of,O,2
the,O,3
approach,O,8
",",O,1
achieved,O,8
results,O,7
at,O,2
the,O,3
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
art,I,3
level,O,5
",",O,1
and,O,3
participated,O,12
in,O,2
international,O,13
competitions,O,12
:,O,1
SemEval-2010,O,12
and,O,3
CoNLL-2011,O,10
.,O,1
RelaxCor,O,8
achieved,O,8
second,O,6
place,O,5
in,O,2
CoNLL-2011,O,10
.,O,1
What,O,4
is,O,2
here,O,4
called,O,6
controlled,B,10
natural,I,7
language,I,8
(,O,1
CNL,B,3
),O,1
has,O,3
traditionally,O,13
been,O,4
given,O,5
many,O,4
different,O,9
names,O,5
.,O,1
Especially,O,10
during,O,6
the,O,3
last,O,4
four,O,4
decades,O,7
",",O,1
a,O,1
wide,O,4
variety,O,7
of,O,2
such,O,4
languages,B,9
have,O,4
been,O,4
designed,O,8
.,O,1
They,O,4
are,O,3
applied,O,7
to,O,2
improve,O,7
communication,B,13
among,O,5
humans,O,6
",",O,1
to,O,2
improve,O,7
translation,B,11
",",O,1
or,O,2
to,O,2
provide,O,7
natural,B,7
and,O,3
intuitive,O,9
representations,O,15
for,O,3
formal,O,6
notations,B,9
.,O,1
Despite,O,7
the,O,3
apparent,O,8
differences,O,11
",",O,1
it,O,2
seems,O,5
sensible,O,8
to,O,2
put,O,3
all,O,3
these,O,5
languages,B,9
under,O,5
the,O,3
same,O,4
umbrella,O,8
.,O,1
To,O,2
bring,O,5
order,O,5
to,O,2
the,O,3
variety,O,7
of,O,2
languages,B,9
",",O,1
a,O,1
general,O,7
classification,B,14
scheme,I,6
is,O,2
presented,O,9
here,O,4
.,O,1
A,O,1
comprehensive,O,13
survey,O,6
of,O,2
existing,O,8
English,B,7
-,I,1
based,I,5
CNLs,I,4
is,O,2
given,O,5
",",O,1
listing,O,7
and,O,3
describing,O,10
100,O,3
languages,B,9
from,O,4
1930,O,4
until,O,5
today,O,5
.,O,1
Classification,B,14
of,O,2
these,O,5
languages,B,9
reveals,O,7
that,O,4
they,O,4
form,O,4
a,O,1
single,O,6
scattered,O,9
cloud,O,5
filling,O,7
the,O,3
conceptual,O,10
space,O,5
between,O,7
natural,B,7
languages,I,9
such,O,4
as,O,2
English,B,7
on,O,2
the,O,3
one,O,3
end,O,3
and,O,3
formal,B,6
languages,I,9
such,O,4
as,O,2
propositional,B,13
logic,I,5
on,O,2
the,O,3
other,O,5
.,O,1
The,O,3
goal,O,4
of,O,2
this,O,4
article,O,7
is,O,2
to,O,2
provide,O,7
a,O,1
common,O,6
terminology,B,11
and,O,3
a,O,1
common,O,6
model,B,5
for,O,3
CNL,B,3
",",O,1
to,O,2
contribute,O,10
to,O,2
the,O,3
understanding,B,13
of,O,2
their,O,5
general,O,7
nature,O,6
",",O,1
to,O,2
provide,O,7
a,O,1
starting,O,8
point,O,5
for,O,3
researchers,O,11
interested,O,10
in,O,2
the,O,3
area,O,4
",",O,1
and,O,3
to,O,2
help,O,4
developers,O,10
to,O,2
make,O,4
design,O,6
decisions,O,9
.,O,1
The,O,3
written,O,7
form,O,4
of,O,2
the,O,3
Arabic,B,6
language,I,8
",",O,1
Modern,B,6
Standard,I,8
Arabic,I,6
(,O,1
MSA,B,3
),O,1
",",O,1
differs,O,7
in,O,2
a,O,1
non,O,3
-,O,1
trivial,O,7
manner,O,6
from,O,4
the,O,3
various,O,7
spoken,B,6
regional,I,8
dialects,I,8
of,O,2
Arabic,B,6
â,O,3
the,O,3
true,O,4
â,O,3
native,B,6
languages,B,9
â,O,3
of,O,2
Arabic,B,6
speakers,I,8
.,O,1
Those,O,5
dialects,O,8
",",O,1
in,O,2
turn,O,4
",",O,1
differ,O,6
quite,O,5
a,O,1
bit,O,3
from,O,4
each,O,4
other,O,5
.,O,1
However,O,7
",",O,1
due,O,3
to,O,2
MSA,B,3
's,O,2
prevalence,O,10
in,O,2
written,B,7
form,I,4
",",O,1
almost,O,6
all,O,3
Arabic,B,6
data,B,4
sets,I,4
have,O,4
predominantly,O,13
MSA,B,3
content,O,7
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
describe,O,8
the,O,3
creation,O,8
of,O,2
a,O,1
novel,O,5
Arabic,B,6
resource,O,8
with,O,4
dialect,B,7
annotations,B,11
.,O,1
We,O,2
have,O,4
created,O,7
a,O,1
large,O,5
monolingual,B,11
data,I,4
set,I,3
rich,O,4
in,O,2
dialectal,B,9
Arabic,B,6
content,O,7
called,O,6
the,O,3
Arabic,B,6
On,I,2
-,I,1
line,I,4
Commentary,I,10
Data,B,4
set,I,3
(,O,1
Zaidan,O,6
and,O,3
Callison,O,8
-,O,1
Burch,O,5
2011,O,4
),O,1
.,O,1
We,O,2
describe,O,8
our,O,3
annotation,B,10
effort,O,6
to,O,2
identify,O,8
the,O,3
dialect,B,7
level,I,5
(,O,1
and,O,3
dialect,B,7
itself,O,6
),O,1
in,O,2
each,O,4
of,O,2
more,O,4
than,O,4
100000,O,6
sentences,B,9
from,O,4
the,O,3
data,B,4
set,O,3
by,O,2
crowdsourcing,B,13
the,O,3
annotation,B,10
task,I,4
",",O,1
and,O,3
delve,O,5
into,O,4
interesting,O,11
annotator,B,9
behaviors,O,9
(,O,1
like,O,4
over,O,4
-,O,1
identification,B,14
of,O,2
one,O,3
's,O,2
own,O,3
dialect,B,7
),O,1
.,O,1
Using,O,5
this,O,4
new,O,3
annotated,B,9
data,B,4
set,I,3
",",O,1
we,O,2
consider,O,8
the,O,3
task,O,4
of,O,2
Arabic,B,6
dialect,I,7
identification,I,14
:,O,1
Given,O,5
the,O,3
word,B,4
sequence,B,8
forming,O,7
an,O,2
Arabic,B,6
sentence,B,8
",",O,1
determine,O,9
the,O,3
variety,O,7
of,O,2
Arabic,B,6
in,O,2
which,O,5
it,O,2
is,O,2
written,O,7
.,O,1
We,O,2
use,O,3
the,O,3
data,B,4
to,O,2
train,B,5
and,O,3
evaluate,B,8
automatic,B,9
classifiers,I,11
for,O,3
dialect,B,7
identification,I,14
",",O,1
and,O,3
establish,O,9
that,O,4
classifiers,B,11
using,O,5
dialectal,B,9
data,B,4
significantly,O,13
and,O,3
dramatically,O,12
outperform,O,10
baselines,O,9
that,O,4
use,O,3
MSA,B,3
-,O,1
only,O,4
data,B,4
",",O,1
achieving,O,9
near,O,4
-,O,1
human,O,5
classification,B,14
accuracy,B,8
.,O,1
Finally,O,7
",",O,1
we,O,2
apply,O,5
our,O,3
classifiers,B,11
to,O,2
discover,O,8
dialectical,B,11
data,I,4
from,O,4
a,O,1
large,O,5
Web,B,3
crawl,I,5
consisting,O,10
of,O,2
3.5,O,3
million,O,7
pages,O,5
mined,O,5
from,O,4
on,O,2
-,O,1
line,O,4
Arabic,B,6
newspapers,O,10
.,O,1
Word,B,4
Sense,I,5
Disambiguation,I,14
(,O,1
WSD,B,3
),O,1
systems,B,7
automatically,B,13
choose,O,6
the,O,3
intended,O,8
meaning,O,7
of,O,2
a,O,1
word,B,4
in,O,2
context,B,7
.,O,1
In,O,2
this,O,4
article,O,7
we,O,2
present,O,7
a,O,1
WSD,B,3
algorithm,I,9
based,O,5
on,O,2
random,O,6
walks,O,5
over,O,4
large,O,5
Lexical,B,7
Knowledge,I,9
Bases,I,5
(,O,1
LKB,B,3
),O,1
.,O,1
We,O,2
show,O,4
that,O,4
our,O,3
algorithm,B,9
performs,O,8
better,O,6
than,O,4
other,O,5
graph,B,5
-,O,1
based,O,5
methods,O,7
when,O,4
run,O,3
on,O,2
a,O,1
graph,B,5
built,O,5
from,O,4
WordNet,B,7
and,O,3
eXtended,B,8
WordNet,I,7
.,O,1
Our,O,3
algorithm,B,9
and,O,3
LKB,B,3
combination,I,11
compares,O,8
favorably,O,9
to,O,2
other,O,5
knowledge,B,9
-,I,1
based,I,5
approaches,I,10
in,O,2
the,O,3
literature,O,10
that,O,4
use,O,3
similar,O,7
knowledge,B,9
on,O,2
a,O,1
variety,O,7
of,O,2
English,B,7
data,B,4
sets,I,4
and,O,3
a,O,1
data,B,4
set,I,3
on,O,2
Spanish,B,7
.,O,1
We,O,2
include,O,7
a,O,1
detailed,O,8
analysis,B,8
of,O,2
the,O,3
factors,O,7
that,O,4
affect,O,6
the,O,3
algorithm,B,9
.,O,1
The,O,3
algorithm,B,9
and,O,3
the,O,3
LKBs,B,4
used,O,4
are,O,3
publicly,O,8
available,O,9
",",O,1
and,O,3
the,O,3
results,O,7
easily,O,6
reproducible,O,12
.,O,1
Finding,O,7
the,O,3
right,O,5
representations,O,15
for,O,3
words,B,5
is,O,2
critical,O,8
for,O,3
building,O,8
accurate,O,8
NLP,B,3
systems,I,7
when,O,4
domain,O,6
-,O,1
specific,O,8
labeled,B,7
data,B,4
for,O,3
the,O,3
task,B,4
is,O,2
scarce,O,6
.,O,1
This,O,4
article,O,7
investigates,O,12
novel,O,5
techniques,O,10
for,O,3
extracting,B,10
features,I,8
from,O,4
n,B,1
-,I,1
gram,I,4
models,O,6
",",O,1
Hidden,B,6
Markov,I,6
Models,I,6
",",O,1
and,O,3
other,O,5
statistical,B,11
language,I,8
models,I,6
",",O,1
including,O,9
a,O,1
novel,O,5
Partial,O,7
Lattice,B,7
Markov,I,6
Random,I,6
Field,I,5
model,I,5
.,O,1
Experiments,B,11
on,O,2
part,O,4
-,O,1
of,O,2
-,O,1
speech,B,6
tagging,I,7
and,O,3
information,B,11
extraction,I,10
",",O,1
among,O,5
other,O,5
tasks,O,5
",",O,1
indicate,O,8
that,O,4
features,B,8
taken,O,5
from,O,4
statistical,B,11
language,I,8
models,I,6
",",O,1
in,O,2
combination,O,11
with,O,4
more,O,4
traditional,B,11
features,I,8
",",O,1
outperform,O,10
traditional,O,11
representations,B,15
alone,O,5
",",O,1
and,O,3
that,O,4
graphical,B,9
model,I,5
representations,I,15
outperform,O,10
n,B,1
-,I,1
gram,I,4
models,I,6
",",O,1
especially,O,10
on,O,2
sparse,B,6
and,I,3
polysemous,I,10
words,I,5
.,O,1
Frame,B,5
semantics,I,9
is,O,2
a,O,1
linguistic,B,10
theory,I,6
that,O,4
has,O,3
been,O,4
instantiated,O,12
for,O,3
English,B,7
in,O,2
the,O,3
FrameNet,B,8
lexicon,I,7
.,O,1
We,O,2
solve,O,5
the,O,3
problem,O,7
of,O,2
frame,O,5
-,O,1
semantic,B,8
parsing,I,7
using,O,5
a,O,1
two,O,3
-,O,1
stage,O,5
statistical,B,11
model,I,5
that,O,4
takes,O,5
lexical,B,7
targets,O,7
(,O,1
i.e.,O,4
",",O,1
content,O,7
words,B,5
and,O,3
phrases,B,7
),O,1
in,O,2
their,O,5
sentential,B,10
contexts,I,8
and,O,3
predicts,B,8
frame,I,5
-,O,1
semantic,B,8
structures,I,10
.,O,1
Given,O,5
a,O,1
target,O,6
in,O,2
context,B,7
",",O,1
the,O,3
first,O,5
stage,O,5
disambiguates,B,13
it,O,2
to,O,2
a,O,1
semantic,B,8
frame,I,5
.,O,1
This,O,4
model,B,5
uses,O,4
latent,B,6
variables,I,9
and,O,3
semi,B,4
-,I,1
supervised,I,10
learning,I,8
to,O,2
improve,O,7
frame,B,5
disambiguation,I,14
for,O,3
targets,O,7
unseen,O,6
at,O,2
training,B,8
time,I,4
.,O,1
The,O,3
second,O,6
stage,O,5
finds,O,5
the,O,3
target,O,6
's,O,2
locally,O,7
expressed,O,9
semantic,B,8
arguments,I,9
.,O,1
At,O,2
inference,B,9
time,I,4
",",O,1
a,O,1
fast,O,4
exact,O,5
dual,O,4
decomposition,B,13
algorithm,I,9
collectively,O,12
predicts,B,8
all,O,3
the,O,3
arguments,B,9
of,O,2
a,O,1
frame,B,5
at,O,2
once,O,4
in,O,2
order,O,5
to,O,2
respect,O,7
declaratively,O,13
stated,O,6
linguistic,B,10
constraints,I,11
",",O,1
resulting,O,9
in,O,2
qualitatively,O,13
better,O,6
structures,O,10
than,O,4
naÃ¯ve,B,6
local,I,5
predictors,I,10
.,O,1
Both,O,4
components,O,10
are,O,3
feature,B,7
-,O,1
based,O,5
and,O,3
discriminatively,O,16
trained,B,7
on,O,2
a,O,1
small,O,5
set,O,3
of,O,2
annotated,B,9
frame,I,5
-,O,1
semantic,B,8
parses,I,6
.,O,1
On,O,2
the,O,3
SemEval,B,7
2007,O,4
benchmark,B,9
data,I,4
set,I,3
",",O,1
the,O,3
approach,O,8
",",O,1
along,O,5
with,O,4
a,O,1
heuristic,B,9
identifier,I,10
of,O,2
frame,B,5
-,O,1
evoking,O,7
targets,B,7
",",O,1
outperforms,B,11
the,O,3
prior,O,5
state,O,5
of,O,2
the,O,3
art,O,3
by,O,2
significant,O,11
margins,O,7
.,O,1
Additionally,O,12
",",O,1
we,O,2
present,O,7
experiments,O,11
on,O,2
the,O,3
much,O,4
larger,O,6
FrameNet,B,8
1.5,O,3
data,B,4
set,I,3
.,O,1
We,O,2
have,O,4
released,O,8
our,O,3
frame,O,5
-,O,1
semantic,B,8
parser,I,6
as,O,2
open,O,4
-,O,1
source,O,6
software,O,8
.,O,1
Authorship,B,10
attribution,I,11
deals,O,5
with,O,4
identifying,O,11
the,O,3
authors,O,7
of,O,2
anonymous,O,9
texts,B,5
.,O,1
Traditionally,O,13
",",O,1
research,O,8
in,O,2
this,O,4
field,O,5
has,O,3
focused,O,7
on,O,2
formal,B,6
texts,I,5
",",O,1
such,O,4
as,O,2
essays,O,6
and,O,3
novels,O,6
",",O,1
but,O,3
recently,O,8
more,O,4
attention,O,9
has,O,3
been,O,4
given,O,5
to,O,2
texts,B,5
generated,I,9
by,O,2
on,O,2
-,O,1
line,O,4
users,O,5
",",O,1
such,O,4
as,O,2
e,O,1
-,O,1
mails,O,5
and,O,3
blogs,O,5
.,O,1
Authorship,O,10
attribution,I,11
of,O,2
such,O,4
on,O,2
-,O,1
line,B,4
texts,I,5
is,O,2
a,O,1
more,O,4
challenging,O,11
task,B,4
than,O,4
traditional,O,11
authorship,O,10
attribution,B,11
",",O,1
because,O,7
such,O,4
texts,B,5
tend,O,4
to,O,2
be,O,2
short,O,5
",",O,1
and,O,3
the,O,3
number,O,6
of,O,2
candidate,O,9
authors,O,7
is,O,2
often,O,5
larger,O,6
than,O,4
in,O,2
traditional,O,11
settings,O,8
.,O,1
We,O,2
address,O,7
this,O,4
challenge,O,9
by,O,2
using,O,5
topic,O,5
models,B,6
to,O,2
obtain,O,6
author,O,6
representations,B,15
.,O,1
In,O,2
addition,O,8
to,O,2
exploring,O,9
novel,O,5
ways,O,4
of,O,2
applying,O,8
two,O,3
popular,O,7
topic,B,5
models,I,6
to,O,2
this,O,4
task,O,4
",",O,1
we,O,2
test,O,4
our,O,3
new,O,3
model,O,5
that,O,4
projects,O,8
authors,O,7
and,O,3
documents,B,9
to,O,2
two,O,3
disjoint,B,8
topic,I,5
spaces,I,6
.,O,1
Utilizing,O,9
our,O,3
model,B,5
in,O,2
authorship,O,10
attribution,B,11
yields,O,6
state,O,5
-,O,1
of,O,2
-,O,1
the,O,3
-,O,1
art,O,3
performance,O,11
on,O,2
several,O,7
data,B,4
sets,I,4
",",O,1
containing,O,10
either,O,6
formal,B,6
texts,I,5
written,O,7
by,O,2
a,O,1
few,O,3
authors,O,7
or,O,2
informal,O,8
texts,B,5
generated,I,9
by,O,2
tens,O,4
to,O,2
thousands,O,9
of,O,2
on,O,2
-,O,1
line,O,4
users,O,5
.,O,1
We,O,2
also,O,4
present,O,7
experimental,B,12
results,O,7
that,O,4
demonstrate,O,11
the,O,3
applicability,O,13
of,O,2
topical,B,7
author,I,6
representations,I,15
to,O,2
two,O,3
other,O,5
problems,O,8
:,O,1
inferring,B,9
the,O,3
sentiment,B,9
polarity,I,8
of,O,2
texts,B,5
",",O,1
and,O,3
predicting,B,10
the,O,3
ratings,B,7
that,O,4
users,O,5
would,O,5
give,O,4
to,O,2
items,O,5
such,O,4
as,O,2
movies,O,6
.,O,1
Recent,O,6
research,O,8
has,O,3
shown,O,5
clear,O,5
improvement,O,11
in,O,2
translation,B,11
quality,I,7
by,O,2
exploiting,O,10
linguistic,B,10
syntax,I,6
for,O,3
either,O,6
the,O,3
source,O,6
or,O,2
target,B,6
language,I,8
.,O,1
However,O,7
",",O,1
when,O,4
using,O,5
syntax,B,6
for,O,3
both,O,4
languages,B,9
(,O,1
â,O,3
tree,B,4
-,I,1
to,I,2
-,I,1
tree,I,4
â,O,3
translation,B,11
),O,1
",",O,1
there,O,5
is,O,2
evidence,O,8
that,O,4
syntactic,B,9
divergence,I,10
can,O,3
hamper,O,6
the,O,3
extraction,B,10
of,O,2
useful,O,6
rules,O,5
(,O,1
Ding,O,4
and,O,3
Palmer,O,6
2005,O,4
),O,1
.,O,1
Smith,O,5
and,O,3
Eisner,O,6
(,O,1
2006,O,4
),O,1
introduced,O,10
quasi,B,5
-,O,1
synchronous,B,11
grammar,I,7
",",O,1
a,O,1
formalism,B,9
that,O,4
treats,O,6
non,O,3
-,O,1
isomorphic,B,10
structure,I,9
softly,O,6
using,O,5
features,B,8
rather,O,6
than,O,4
hard,O,4
constraints,O,11
.,O,1
Although,O,8
a,O,1
natural,B,7
fit,I,3
for,O,3
translation,B,11
modeling,I,8
",",O,1
its,O,3
flexibility,O,11
has,O,3
proved,O,6
challenging,O,11
for,O,3
building,O,8
real,O,4
-,O,1
world,O,5
systems,O,7
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
present,O,7
a,O,1
tree,O,4
-,O,1
to,O,2
-,O,1
tree,O,4
machine,B,7
translation,I,11
system,O,6
inspired,O,8
by,O,2
quasi,B,5
-,I,1
synchronous,I,11
grammar,I,7
.,O,1
The,O,3
core,O,4
of,O,2
our,O,3
approach,O,8
is,O,2
a,O,1
new,O,3
model,O,5
that,O,4
combines,O,8
phrases,B,7
and,O,3
dependency,B,10
syntax,I,6
",",O,1
integrating,O,11
the,O,3
advantages,O,10
of,O,2
phrase,B,6
-,I,1
based,I,5
and,O,3
syntax,B,6
-,I,1
based,I,5
translation,I,11
.,O,1
We,O,2
report,O,6
statistically,O,13
significant,O,11
improvements,O,12
over,O,4
a,O,1
phrase,B,6
-,I,1
based,I,5
baseline,I,8
on,O,2
five,O,4
of,O,2
seven,O,5
test,O,4
sets,O,4
across,O,6
four,O,4
language,B,8
pairs,I,5
.,O,1
We,O,2
also,O,4
present,O,7
encouraging,O,11
preliminary,O,11
results,O,7
on,O,2
the,O,3
use,O,3
of,O,2
unsupervised,B,12
dependency,I,10
parsing,I,7
for,O,3
syntax,B,6
-,I,1
based,I,5
machine,I,7
translation,I,11
.,O,1
Linguistic,B,10
steganography,I,13
is,O,2
concerned,O,9
with,O,4
hiding,O,6
information,B,11
in,O,2
natural,B,7
language,I,8
text,I,4
.,O,1
One,O,3
of,O,2
the,O,3
major,O,5
transformations,O,15
used,O,4
in,O,2
linguistic,B,10
steganography,I,13
is,O,2
synonym,B,7
substitution,I,12
.,O,1
However,O,7
",",O,1
few,O,3
existing,O,8
studies,O,7
have,O,4
studied,O,7
the,O,3
practical,O,9
application,O,11
of,O,2
this,O,4
approach,O,8
.,O,1
In,O,2
this,O,4
article,O,7
we,O,2
propose,O,7
two,O,3
improvements,O,12
to,O,2
the,O,3
use,O,3
of,O,2
synonym,B,7
substitution,I,12
for,O,3
encoding,B,8
hidden,I,6
bits,I,4
of,O,2
information,B,11
.,O,1
First,O,5
",",O,1
we,O,2
use,O,3
the,O,3
Google,O,6
n,B,1
-,I,1
gram,I,4
corpus,I,6
for,O,3
checking,O,8
the,O,3
applicability,O,13
of,O,2
a,O,1
synonym,B,7
in,O,2
context,B,7
",",O,1
and,O,3
we,O,2
evaluate,B,8
this,O,4
method,O,6
using,O,5
data,B,4
from,O,4
the,O,3
SemEval,B,7
lexical,I,7
substitution,I,12
task,O,4
and,O,3
human,O,5
annotated,B,9
data,B,4
.,O,1
Second,O,6
",",O,1
we,O,2
address,O,7
the,O,3
problem,O,7
that,O,4
arises,O,6
from,O,4
words,B,5
with,O,4
more,O,4
than,O,4
one,O,3
sense,O,5
",",O,1
which,O,5
creates,O,7
a,O,1
potential,O,9
ambiguity,B,9
in,O,2
terms,O,5
of,O,2
which,O,5
bits,O,4
are,O,3
represented,O,11
by,O,2
a,O,1
particular,O,10
word,B,4
.,O,1
We,O,2
develop,O,7
a,O,1
novel,O,5
method,O,6
in,O,2
which,O,5
words,B,5
are,O,3
the,O,3
vertices,O,8
in,O,2
a,O,1
graph,B,5
",",O,1
synonyms,B,8
are,O,3
linked,O,6
by,O,2
edges,O,5
",",O,1
and,O,3
the,O,3
bits,O,4
assigned,O,8
to,O,2
a,O,1
word,B,4
are,O,3
determined,O,10
by,O,2
a,O,1
vertex,B,6
coding,I,6
algorithm,I,9
.,O,1
This,O,4
method,O,6
ensures,O,7
that,O,4
each,O,4
word,B,4
represents,O,10
a,O,1
unique,B,6
sequence,I,8
of,O,2
bits,O,4
",",O,1
without,O,7
cutting,O,7
out,O,3
large,O,5
numbers,O,7
of,O,2
synonyms,B,8
",",O,1
and,O,3
thus,O,4
maintains,O,9
a,O,1
reasonable,O,10
embedding,B,9
capacity,O,8
.,O,1
This,O,4
paper,O,5
is,O,2
concerned,O,9
with,O,4
automatic,B,9
generation,I,10
of,O,2
all,O,3
possible,O,8
questions,O,9
from,O,4
a,O,1
topic,O,5
of,O,2
interest,O,8
.,O,1
Specifically,O,12
",",O,1
we,O,2
consider,O,8
that,O,4
each,O,4
topic,O,5
is,O,2
associated,O,10
with,O,4
a,O,1
body,O,4
of,O,2
texts,O,5
containing,O,10
useful,O,6
information,O,11
about,O,5
the,O,3
topic,O,5
.,O,1
Then,O,4
",",O,1
questions,O,9
are,O,3
generated,B,9
by,O,2
exploiting,O,10
the,O,3
named,B,5
entity,I,6
information,I,11
and,O,3
the,O,3
predicate,B,9
argument,I,8
structures,I,10
of,O,2
the,O,3
sentences,O,9
present,O,7
in,O,2
the,O,3
body,O,4
of,O,2
texts,O,5
.,O,1
The,O,3
importance,O,10
of,O,2
the,O,3
generated,B,9
questions,I,9
is,O,2
measured,O,8
using,O,5
Latent,B,6
Dirichlet,I,9
Allocation,I,10
by,O,2
identifying,O,11
the,O,3
subtopics,O,9
(,O,1
which,O,5
are,O,3
closely,O,7
related,O,7
to,O,2
the,O,3
original,O,8
topic,O,5
),O,1
in,O,2
the,O,3
given,O,5
body,O,4
of,O,2
texts,O,5
and,O,3
applying,O,8
the,O,3
Extended,B,8
String,I,6
Subsequence,I,11
Kernel,I,6
to,O,2
calculate,O,9
their,O,5
similarity,B,10
with,O,4
the,O,3
questions,O,9
.,O,1
We,O,2
also,O,4
propose,O,7
the,O,3
use,O,3
of,O,2
syntactic,B,9
tree,I,4
kernels,I,7
for,O,3
the,O,3
automatic,B,9
judgment,I,8
of,O,2
the,O,3
syntactic,B,9
correctness,I,11
of,O,2
the,O,3
questions,O,9
.,O,1
The,O,3
questions,O,9
are,O,3
ranked,O,6
by,O,2
considering,O,11
both,O,4
their,O,5
importance,B,10
(,O,1
in,O,2
the,O,3
context,O,7
of,O,2
the,O,3
given,O,5
body,O,4
of,O,2
texts,O,5
),O,1
and,O,3
syntactic,B,9
correctness,I,11
.,O,1
To,O,2
the,O,3
best,O,4
of,O,2
our,O,3
knowledge,O,9
",",O,1
no,O,2
previous,O,8
study,O,5
has,O,3
accomplished,O,12
this,O,4
task,O,4
in,O,2
our,O,3
setting,O,7
.,O,1
A,O,1
series,O,6
of,O,2
experiments,O,11
demonstrate,O,11
that,O,4
the,O,3
proposed,O,8
